transaction_id,customer_id,account_number,transaction_type,channel,branch,amount_ngn,balance_after_ngn,transaction_datetime,mean,std,flag_statistical_outlier,hour,flag_off_hours_withdrawal,flag_velocity_transfer_x,transaction_date_only,flag_round_tripping,final_predicted_anomaly,flag_velocity_transfer_y,flag_velocity_transfer,is_flagged_anomaly
TXN0000034,CUST00777,1616509747,Transfer,Mobile App,Gombe Main,38453.67,42406.54,2025-01-22 19:39:04,117697.78146520145,281258.69534751173,0,19,0,0,2025-01-22,0,0,0.0,0,0
TXN0005352,CUST00777,1616509747,Deposit,Mobile App,Pantami,37526.01,79932.55,2025-02-14 08:02:26,118545.24564193691,208386.5599244788,0,8,0,0,2025-02-14,0,0,,0,0
TXN0006419,CUST00777,1616509747,Withdrawal,ATM,Kano Central,62187.65,17744.9,2025-06-28 00:25:51,75579.15662782955,206001.7785323362,0,0,1,0,2025-06-28,0,1,,0,0
TXN0002306,CUST01315,1635587079,POS Payment,Internet Banking,Lagos Island,10966.87,96575.93,2025-02-08 13:21:41,30183.22639744952,201999.3457782681,0,13,0,0,2025-02-08,0,0,,0,0
TXN0009148,CUST01315,1635587079,Deposit,ATM,Tudun Wada,75696.04,172271.97,2025-03-07 22:16:24,118545.24564193691,208386.5599244788,0,22,0,0,2025-03-07,0,0,,0,0
TXN0002300,CUST01315,1635587079,Deposit,Mobile App,Gombe Main,130461.58,302733.55,2025-04-22 02:11:22,118545.24564193691,208386.5599244788,0,2,0,0,2025-04-22,0,0,,0,0
TXN0008682,CUST01315,1635587079,Bill Payment,Mobile App,Kano Central,17414.22,285319.33,2025-05-29 08:10:03,21098.941747967478,159017.0470171929,0,8,0,0,2025-05-29,0,0,,0,0
TXN0006543,CUST01315,1635587079,Deposit,USSD,Gombe GRA,48929.02,334248.35,2025-06-03 05:13:30,118545.24564193691,208386.5599244788,0,5,0,0,2025-06-03,0,0,,0,0
TXN0001502,CUST00067,1636028516,Withdrawal,Branch,Gombe Main,16809.75,52912.66,2025-01-17 14:19:27,75579.15662782955,206001.7785323362,0,14,0,0,2025-01-17,0,0,,0,0
TXN0008318,CUST00067,1636028516,POS Payment,USSD,Gombe Main,19862.5,33050.16,2025-02-16 19:37:30,30183.22639744952,201999.3457782681,0,19,0,0,2025-02-16,0,0,,0,0
TXN0001007,CUST00067,1636028516,Deposit,ATM,Kano Central,48034.26,81084.42,2025-02-17 19:36:43,118545.24564193691,208386.5599244788,0,19,0,0,2025-02-17,0,0,,0,0
TXN0010272,CUST00067,1636028516,Transfer,Mobile App,Kano Central,27781.04,53303.38,2025-04-05 17:47:47,117697.78146520145,281258.69534751173,0,17,0,0,2025-04-05,0,0,0.0,0,0
TXN0006723,CUST00067,1636028516,Withdrawal,Mobile App,Gombe Main,62862.06,-9558.68,2025-04-10 08:11:59,75579.15662782955,206001.7785323362,0,8,0,0,2025-04-10,0,0,,0,0
TXN0007488,CUST01521,1636419349,Transfer,ATM,Pantami,154916.85,161893.07,2025-01-28 22:06:59,117697.78146520145,281258.69534751173,0,22,0,0,2025-01-28,0,0,0.0,0,0
TXN0005876,CUST01521,1636419349,Transfer,Mobile App,Tudun Wada,64633.16,97259.91,2025-01-31 21:38:37,117697.78146520145,281258.69534751173,0,21,0,0,2025-01-31,0,0,0.0,0,0
TXN0001182,CUST01521,1636419349,Withdrawal,Internet Banking,Gombe GRA,27816.26,69443.65,2025-02-17 20:04:00,75579.15662782955,206001.7785323362,0,20,0,0,2025-02-17,0,0,,0,0
TXN0009301,CUST01521,1636419349,Deposit,Mobile App,Pantami,257824.97,327268.62,2025-03-10 15:29:50,118545.24564193691,208386.5599244788,0,15,0,0,2025-03-10,0,0,,0,0
TXN0008072,CUST01521,1636419349,Bill Payment,USSD,Gombe Main,27190.61,300078.01,2025-04-16 23:32:00,21098.941747967478,159017.0470171929,0,23,0,0,2025-04-16,0,0,,0,0
TXN0007312,CUST01521,1636419349,Transfer,Branch,Tudun Wada,80603.54,219474.47,2025-04-26 11:12:25,117697.78146520145,281258.69534751173,0,11,0,0,2025-04-26,0,0,0.0,0,0
TXN0001640,CUST01521,1636419349,Withdrawal,USSD,Pantami,12310.19,207164.28,2025-05-17 04:13:18,75579.15662782955,206001.7785323362,0,4,0,0,2025-05-17,0,0,,0,0
TXN0006514,CUST01521,1636419349,Bill Payment,Mobile App,Pantami,6427.29,200736.99,2025-06-11 10:09:26,21098.941747967478,159017.0470171929,0,10,0,0,2025-06-11,0,0,,0,0
TXN0001055,CUST00684,1642443984,Withdrawal,Mobile App,Gombe Main,28322.69,274155.8,2025-01-16 22:36:37,75579.15662782955,206001.7785323362,0,22,0,0,2025-01-16,0,0,,0,0
TXN0008919,CUST00684,1642443984,Transfer,ATM,Kano Central,89772.66,184383.14,2025-02-01 22:54:50,117697.78146520145,281258.69534751173,0,22,0,0,2025-02-01,0,0,0.0,0,0
TXN0008591,CUST00684,1642443984,Withdrawal,Branch,Gombe Main,77731.42,106651.72,2025-02-27 17:11:16,75579.15662782955,206001.7785323362,0,17,0,0,2025-02-27,0,0,,0,0
TXN0006513,CUST00684,1642443984,Withdrawal,ATM,Tudun Wada,129287.34,-22635.62,2025-03-16 22:43:38,75579.15662782955,206001.7785323362,0,22,0,0,2025-03-16,0,0,,0,0
TXN0001323,CUST00684,1642443984,Withdrawal,Mobile App,Kano Central,19343.51,-41979.13,2025-04-06 11:43:05,75579.15662782955,206001.7785323362,0,11,0,0,2025-04-06,0,0,,0,0
TXN0001666,CUST00684,1642443984,Withdrawal,Internet Banking,Gombe Main,39114.73,-50000.0,2025-05-05 00:13:12,75579.15662782955,206001.7785323362,0,0,1,0,2025-05-05,0,1,,0,0
TXN0000604,CUST00684,1642443984,Bill Payment,Branch,Pantami,26919.95,-50000.0,2025-06-17 18:13:49,21098.941747967478,159017.0470171929,0,18,0,0,2025-06-17,0,0,,0,0
TXN0009485,CUST00684,1642443984,POS Payment,ATM,Lagos Island,19554.03,-50000.0,2025-06-21 05:29:23,30183.22639744952,201999.3457782681,0,5,0,0,2025-06-21,0,0,,0,0
TXN0005612,CUST00684,1642443984,POS Payment,Branch,Lagos Island,6188.91,-50000.0,2025-06-24 14:12:01,30183.22639744952,201999.3457782681,0,14,0,0,2025-06-24,0,0,,0,0
TXN0002094,CUST01560,1642533319,Transfer,Branch,Pantami,18974.49,44133.55,2025-01-18 22:37:14,117697.78146520145,281258.69534751173,0,22,0,0,2025-01-18,0,0,0.0,0,0
TXN0005531,CUST01560,1642533319,Transfer,Internet Banking,Bauchi Rd,125799.69,-50000.0,2025-05-01 16:39:58,117697.78146520145,281258.69534751173,0,16,0,0,2025-05-01,0,0,0.0,0,0
TXN0008593,CUST01560,1642533319,Withdrawal,Branch,Gombe Main,64359.33,-50000.0,2025-05-03 12:35:19,75579.15662782955,206001.7785323362,0,12,0,0,2025-05-03,0,0,,0,0
TXN0009969,CUST01560,1642533319,Deposit,Branch,Kano Central,122626.45,72626.45,2025-06-02 15:15:24,118545.24564193691,208386.5599244788,0,15,0,0,2025-06-02,0,0,,0,0
TXN0000778,CUST01560,1642533319,POS Payment,Branch,Kano Central,41671.49,30954.96,2025-06-16 19:34:27,30183.22639744952,201999.3457782681,0,19,0,0,2025-06-16,0,0,,0,0
TXN0003528,CUST00077,1647326920,Withdrawal,ATM,Pantami,52025.58,204831.76,2025-02-07 08:09:38,75579.15662782955,206001.7785323362,0,8,0,0,2025-02-07,0,0,,0,0
TXN0003229,CUST00077,1647326920,POS Payment,ATM,Gombe GRA,13517.36,191314.4,2025-03-15 02:57:02,30183.22639744952,201999.3457782681,0,2,0,0,2025-03-15,0,0,,0,0
TXN0006103,CUST00077,1647326920,Deposit,Mobile App,Pantami,62455.97,253770.37,2025-04-06 15:43:02,118545.24564193691,208386.5599244788,0,15,0,0,2025-04-06,0,0,,0,0
TXN0002908,CUST00077,1647326920,Transfer,Mobile App,Gombe GRA,43635.83,210134.54,2025-04-20 08:45:36,117697.78146520145,281258.69534751173,0,8,0,0,2025-04-20,0,0,0.0,0,0
TXN0001936,CUST00077,1647326920,Transfer,ATM,Bauchi Rd,63594.2,146540.34,2025-05-11 22:34:26,117697.78146520145,281258.69534751173,0,22,0,0,2025-05-11,0,0,0.0,0,0
TXN0008258,CUST00077,1647326920,Withdrawal,ATM,Gombe Main,35512.31,111028.03,2025-05-30 12:06:19,75579.15662782955,206001.7785323362,0,12,0,0,2025-05-30,0,0,,0,0
TXN0002075,CUST00673,1659956231,Withdrawal,ATM,Tudun Wada,99004.58,22969.16,2025-03-30 22:23:18,75579.15662782955,206001.7785323362,0,22,0,0,2025-03-30,0,0,,0,0
TXN0001612,CUST00673,1659956231,Bill Payment,ATM,Gombe Main,7365.71,15603.45,2025-03-31 02:58:35,21098.941747967478,159017.0470171929,0,2,0,0,2025-03-31,0,0,,0,0
TXN0004348,CUST00673,1659956231,Withdrawal,Branch,Bauchi Rd,268357.63,-50000.0,2025-06-17 23:15:16,75579.15662782955,206001.7785323362,0,23,0,0,2025-06-17,0,0,,0,0
TXN0005162,CUST01507,1660596149,Transfer,USSD,Tudun Wada,64772.91,182878.26,2025-01-11 00:32:19,117697.78146520145,281258.69534751173,0,0,0,0,2025-01-11,0,0,0.0,0,0
TXN0000394,CUST01507,1660596149,Deposit,Internet Banking,Gombe Main,84163.96,267042.22,2025-05-21 23:26:01,118545.24564193691,208386.5599244788,0,23,0,0,2025-05-21,0,0,,0,0
TXN0000957,CUST01507,1660596149,POS Payment,Branch,Tudun Wada,16957.7,250084.52,2025-05-31 06:16:18,30183.22639744952,201999.3457782681,0,6,0,0,2025-05-31,0,0,,0,0
TXN0005570,CUST01507,1660596149,POS Payment,ATM,Lagos Island,9842.45,240242.07,2025-06-29 15:56:00,30183.22639744952,201999.3457782681,0,15,0,0,2025-06-29,0,0,,0,0
TXN0002127,CUST01262,1662806054,Deposit,Mobile App,Lagos Island,282272.34,663041.01,2025-02-02 04:16:36,118545.24564193691,208386.5599244788,0,4,0,0,2025-02-02,0,0,,0,0
TXN0001753,CUST01262,1662806054,Deposit,Branch,Lagos Island,40846.13,703887.14,2025-02-16 12:07:57,118545.24564193691,208386.5599244788,0,12,0,0,2025-02-16,0,0,,0,0
TXN0006879,CUST01262,1662806054,Withdrawal,Branch,Kano Central,20727.63,683159.51,2025-05-13 08:12:43,75579.15662782955,206001.7785323362,0,8,0,0,2025-05-13,0,0,,0,0
TXN0003076,CUST01262,1662806054,POS Payment,Mobile App,Bauchi Rd,2998.57,680160.94,2025-06-02 02:43:41,30183.22639744952,201999.3457782681,0,2,0,0,2025-06-02,0,0,,0,0
TXN0007433,CUST00515,1664311786,Withdrawal,ATM,Gombe Main,59384.99,436295.72,2025-01-03 08:15:25,75579.15662782955,206001.7785323362,0,8,0,0,2025-01-03,0,0,,0,0
TXN0000010,CUST00515,1664311786,Deposit,Mobile App,Bauchi Rd,85286.87,521582.59,2025-03-26 21:11:52,118545.24564193691,208386.5599244788,0,21,0,0,2025-03-26,0,0,,0,0
TXN0009466,CUST00515,1664311786,Deposit,USSD,Lagos Island,226165.67,747748.26,2025-04-20 21:19:41,118545.24564193691,208386.5599244788,0,21,0,0,2025-04-20,0,0,,0,0
TXN0001763,CUST00135,1665898681,POS Payment,USSD,Tudun Wada,8568.38,383816.77,2025-01-13 22:28:00,30183.22639744952,201999.3457782681,0,22,0,0,2025-01-13,0,0,,0,0
TXN0003637,CUST00135,1665898681,Transfer,Branch,Pantami,29285.75,354531.02,2025-02-13 21:49:53,117697.78146520145,281258.69534751173,0,21,0,0,2025-02-13,0,0,0.0,0,0
TXN0004338,CUST00135,1665898681,Deposit,ATM,Kano Central,122596.94,477127.96,2025-03-13 04:44:26,118545.24564193691,208386.5599244788,0,4,0,0,2025-03-13,0,0,,0,0
TXN0000861,CUST00135,1665898681,Transfer,ATM,Gombe Main,70077.8,407050.16,2025-03-29 22:31:12,117697.78146520145,281258.69534751173,0,22,0,0,2025-03-29,0,0,0.0,0,0
TXN0003708,CUST00135,1665898681,POS Payment,Internet Banking,Kano Central,17220.94,389829.22,2025-03-31 00:37:33,30183.22639744952,201999.3457782681,0,0,0,0,2025-03-31,0,0,,0,0
TXN0005685,CUST00135,1665898681,POS Payment,ATM,Gombe GRA,13553.83,376275.39,2025-04-26 03:03:44,30183.22639744952,201999.3457782681,0,3,0,0,2025-04-26,0,0,,0,0
TXN0005729,CUST00135,1665898681,Deposit,Branch,Kano Central,70770.37,447045.76,2025-06-17 04:56:02,118545.24564193691,208386.5599244788,0,4,0,0,2025-06-17,0,0,,0,0
TXN0009167,CUST00135,1665898681,Deposit,Internet Banking,Kano Central,51643.67,498689.43,2025-06-24 00:12:16,118545.24564193691,208386.5599244788,0,0,0,0,2025-06-24,0,0,,0,0
TXN0004682,CUST00623,1675772986,Withdrawal,ATM,Kano Central,21065.13,471134.78,2025-02-16 16:24:18,75579.15662782955,206001.7785323362,0,16,0,0,2025-02-16,0,0,,0,0
TXN0007354,CUST00623,1675772986,POS Payment,ATM,Bauchi Rd,13466.68,457668.1,2025-03-10 05:12:21,30183.22639744952,201999.3457782681,0,5,0,0,2025-03-10,0,0,,0,0
TXN0004621,CUST00623,1675772986,Withdrawal,USSD,Tudun Wada,9533.85,448134.25,2025-03-30 00:55:39,75579.15662782955,206001.7785323362,0,0,1,0,2025-03-30,0,1,,0,0
TXN0000610,CUST01780,1681520569,POS Payment,ATM,Bauchi Rd,13032.14,469602.41,2025-01-03 02:44:12,30183.22639744952,201999.3457782681,0,2,0,0,2025-01-03,0,0,,0,0
TXN0004547,CUST01780,1681520569,Withdrawal,Branch,Tudun Wada,18347.5,451254.91,2025-01-08 00:41:37,75579.15662782955,206001.7785323362,0,0,1,0,2025-01-08,0,1,,0,0
TXN0008485,CUST01780,1681520569,POS Payment,Mobile App,Bauchi Rd,5921.08,445333.83,2025-04-01 00:47:08,30183.22639744952,201999.3457782681,0,0,0,0,2025-04-01,0,0,,0,0
TXN0000771,CUST01780,1681520569,Withdrawal,Internet Banking,Lagos Island,71373.77,373960.06,2025-04-12 11:47:44,75579.15662782955,206001.7785323362,0,11,0,0,2025-04-12,0,0,,0,0
TXN0001383,CUST01780,1681520569,Withdrawal,USSD,Pantami,76550.43,297409.63,2025-04-20 17:44:27,75579.15662782955,206001.7785323362,0,17,0,0,2025-04-20,0,0,,0,0
TXN0008749,CUST01780,1681520569,Transfer,ATM,Tudun Wada,27689.18,269720.45,2025-04-25 12:42:08,117697.78146520145,281258.69534751173,0,12,0,0,2025-04-25,0,0,0.0,0,0
TXN0008901,CUST01780,1681520569,Transfer,ATM,Bauchi Rd,210516.2,59204.25,2025-04-28 09:13:04,117697.78146520145,281258.69534751173,0,9,0,0,2025-04-28,0,0,0.0,0,0
TXN0000439,CUST01780,1681520569,POS Payment,ATM,Lagos Island,19981.27,39222.98,2025-05-11 04:34:19,30183.22639744952,201999.3457782681,0,4,0,0,2025-05-11,0,0,,0,0
TXN0009424,CUST00681,1690740155,Deposit,Mobile App,Pantami,46957.72,290068.84,2025-01-30 16:11:20,118545.24564193691,208386.5599244788,0,16,0,0,2025-01-30,0,0,,0,0
TXN0003656,CUST00681,1690740155,POS Payment,Branch,Lagos Island,12909.69,277159.15,2025-02-05 17:39:48,30183.22639744952,201999.3457782681,0,17,0,0,2025-02-05,0,0,,0,0
TXN0005249,CUST00681,1690740155,POS Payment,USSD,Gombe Main,7477.46,269681.69,2025-02-06 22:16:35,30183.22639744952,201999.3457782681,0,22,0,0,2025-02-06,0,0,,0,0
TXN0007076,CUST00681,1690740155,Transfer,Branch,Gombe GRA,85823.0,183858.69,2025-02-14 06:05:23,117697.78146520145,281258.69534751173,0,6,0,0,2025-02-14,0,0,0.0,0,0
TXN0007919,CUST00681,1690740155,Deposit,Mobile App,Gombe Main,38149.23,222007.92,2025-02-20 01:20:36,118545.24564193691,208386.5599244788,0,1,0,0,2025-02-20,0,0,,0,0
TXN0001774,CUST00681,1690740155,Withdrawal,Mobile App,Bauchi Rd,115527.05,106480.87,2025-03-22 17:55:57,75579.15662782955,206001.7785323362,0,17,0,0,2025-03-22,0,0,,0,0
TXN0003005,CUST00681,1690740155,Transfer,Internet Banking,Kano Central,61582.63,44898.24,2025-05-13 06:56:14,117697.78146520145,281258.69534751173,0,6,0,0,2025-05-13,0,0,0.0,0,0
TXN0003460,CUST00681,1690740155,Withdrawal,Branch,Gombe GRA,78087.25,-33189.01,2025-05-19 20:44:20,75579.15662782955,206001.7785323362,0,20,0,0,2025-05-19,0,0,,0,0
TXN0001199,CUST00999,1703016561,Deposit,ATM,Tudun Wada,124149.48,489871.15,2025-01-20 15:31:56,118545.24564193691,208386.5599244788,0,15,0,0,2025-01-20,0,0,,0,0
TXN0010139,CUST00999,1703016561,Withdrawal,Mobile App,Bauchi Rd,7483.47,482387.68,2025-02-04 16:53:34,75579.15662782955,206001.7785323362,0,16,0,0,2025-02-04,0,0,,0,0
TXN0000182,CUST00999,1703016561,POS Payment,USSD,Tudun Wada,20193.88,462193.8,2025-02-22 10:57:29,30183.22639744952,201999.3457782681,0,10,0,0,2025-02-22,0,0,,0,0
TXN0003224,CUST00999,1703016561,Withdrawal,Internet Banking,Tudun Wada,11116.64,451077.16,2025-03-16 22:57:21,75579.15662782955,206001.7785323362,0,22,0,0,2025-03-16,0,0,,0,0
TXN0002824,CUST00999,1703016561,Withdrawal,Internet Banking,Gombe GRA,30423.17,420653.99,2025-04-27 21:57:46,75579.15662782955,206001.7785323362,0,21,0,0,2025-04-27,0,0,,0,0
TXN0000001,CUST00999,1703016561,POS Payment,Branch,Tudun Wada,25167.77,395486.22,2025-05-12 06:40:31,30183.22639744952,201999.3457782681,0,6,0,0,2025-05-12,0,0,,0,0
TXN0001569,CUST00999,1703016561,Transfer,USSD,Tudun Wada,39816.21,355670.01,2025-06-01 15:11:55,117697.78146520145,281258.69534751173,0,15,0,0,2025-06-01,0,0,0.0,0,0
TXN0009341,CUST00714,1704372411,Withdrawal,Mobile App,Pantami,91102.62,189816.54,2025-03-05 11:24:06,75579.15662782955,206001.7785323362,0,11,0,0,2025-03-05,0,0,,0,0
TXN0000097,CUST00714,1704372411,Withdrawal,ATM,Kano Central,19953.68,169862.86,2025-03-24 04:35:08,75579.15662782955,206001.7785323362,0,4,0,0,2025-03-24,0,0,,0,0
TXN0005344,CUST00714,1704372411,Withdrawal,ATM,Kano Central,29027.19,140835.67,2025-04-02 13:16:10,75579.15662782955,206001.7785323362,0,13,0,0,2025-04-02,0,0,,0,0
TXN0002216,CUST00267,1707957764,Withdrawal,Internet Banking,Bauchi Rd,88126.85,34396.82,2025-01-13 18:28:01,75579.15662782955,206001.7785323362,0,18,0,0,2025-01-13,0,0,,0,0
TXN0000147,CUST00267,1707957764,Deposit,Mobile App,Lagos Island,117455.62,151852.44,2025-04-13 16:52:19,118545.24564193691,208386.5599244788,0,16,0,0,2025-04-13,0,0,,0,0
TXN0006924,CUST00267,1707957764,Transfer,Mobile App,Kano Central,49389.53,102462.91,2025-05-08 14:45:44,117697.78146520145,281258.69534751173,0,14,0,0,2025-05-08,0,0,0.0,0,0
TXN0002488,CUST00267,1707957764,Transfer,Mobile App,Gombe Main,138040.99,-35578.08,2025-05-22 03:53:07,117697.78146520145,281258.69534751173,0,3,0,0,2025-05-22,0,0,0.0,0,0
TXN0000145,CUST00427,1710905177,Withdrawal,Mobile App,Gombe Main,80809.34,163674.31,2025-01-19 11:47:11,75579.15662782955,206001.7785323362,0,11,0,0,2025-01-19,0,0,,0,0
TXN0009084,CUST00427,1710905177,Withdrawal,Mobile App,Gombe Main,49306.47,114367.84,2025-01-28 10:36:28,75579.15662782955,206001.7785323362,0,10,0,0,2025-01-28,0,0,,0,0
TXN0007817,CUST00427,1710905177,Withdrawal,Internet Banking,Kano Central,16037.29,98330.55,2025-02-10 05:45:05,75579.15662782955,206001.7785323362,0,5,0,0,2025-02-10,0,0,,0,0
TXN0000804,CUST00427,1710905177,Withdrawal,ATM,Gombe GRA,44880.33,53450.22,2025-02-11 02:24:16,75579.15662782955,206001.7785323362,0,2,1,0,2025-02-11,0,1,,0,0
TXN0005309,CUST00427,1710905177,POS Payment,ATM,Lagos Island,18882.2,34568.02,2025-04-15 10:50:51,30183.22639744952,201999.3457782681,0,10,0,0,2025-04-15,0,0,,0,0
TXN0008091,CUST00884,1732197174,POS Payment,Branch,Bauchi Rd,12826.32,101055.46,2025-03-14 03:46:57,30183.22639744952,201999.3457782681,0,3,0,0,2025-03-14,0,0,,0,0
TXN0009244,CUST00884,1732197174,Withdrawal,Branch,Tudun Wada,20075.66,80979.8,2025-05-08 03:23:27,75579.15662782955,206001.7785323362,0,3,1,0,2025-05-08,0,1,,0,0
TXN0009356,CUST00884,1732197174,Transfer,Branch,Kano Central,72538.56,8441.24,2025-05-29 15:18:51,117697.78146520145,281258.69534751173,0,15,0,0,2025-05-29,0,0,0.0,0,0
TXN0002546,CUST00884,1732197174,Withdrawal,Internet Banking,Kano Central,95846.43,-50000.0,2025-06-21 00:07:04,75579.15662782955,206001.7785323362,0,0,1,0,2025-06-21,0,1,,0,0
TXN0002891,CUST01210,1732643733,Transfer,Mobile App,Tudun Wada,57953.96,137206.92,2025-01-18 22:05:10,117697.78146520145,281258.69534751173,0,22,0,0,2025-01-18,0,0,0.0,0,0
TXN0007677,CUST01210,1732643733,Withdrawal,ATM,Gombe Main,64160.93,73045.99,2025-01-24 15:56:45,75579.15662782955,206001.7785323362,0,15,0,0,2025-01-24,0,0,,0,0
TXN0006590,CUST01210,1732643733,Deposit,Mobile App,Tudun Wada,181121.77,254167.76,2025-02-04 00:51:44,118545.24564193691,208386.5599244788,0,0,0,0,2025-02-04,0,0,,0,0
TXN0004948,CUST01210,1732643733,Deposit,ATM,Kano Central,66708.19,320875.95,2025-02-22 18:48:40,118545.24564193691,208386.5599244788,0,18,0,0,2025-02-22,0,0,,0,0
TXN0000427,CUST01210,1732643733,Withdrawal,Mobile App,Tudun Wada,73631.33,247244.62,2025-03-11 22:13:41,75579.15662782955,206001.7785323362,0,22,0,0,2025-03-11,0,0,,0,0
TXN0006124,CUST01210,1732643733,Transfer,ATM,Pantami,113518.6,133726.02,2025-03-24 15:40:13,117697.78146520145,281258.69534751173,0,15,0,0,2025-03-24,0,0,0.0,0,0
TXN0008243,CUST01210,1732643733,Withdrawal,ATM,Gombe Main,42133.58,91592.44,2025-03-30 09:26:36,75579.15662782955,206001.7785323362,0,9,0,0,2025-03-30,0,0,,0,0
TXN0001116,CUST01210,1732643733,Withdrawal,Internet Banking,Gombe Main,125500.51,-33908.07,2025-04-01 22:19:59,75579.15662782955,206001.7785323362,0,22,0,0,2025-04-01,0,0,,0,0
TXN0004412,CUST01210,1732643733,Bill Payment,Branch,Bauchi Rd,13329.56,-47237.63,2025-04-25 09:59:52,21098.941747967478,159017.0470171929,0,9,0,0,2025-04-25,0,0,,0,0
TXN0002432,CUST01210,1732643733,POS Payment,ATM,Bauchi Rd,13779.84,-50000.0,2025-06-13 16:27:49,30183.22639744952,201999.3457782681,0,16,0,0,2025-06-13,0,0,,0,0
TXN0007006,CUST01570,1739117618,POS Payment,ATM,Bauchi Rd,4878.9,117823.07,2025-01-06 13:15:59,30183.22639744952,201999.3457782681,0,13,0,0,2025-01-06,0,0,,0,0
TXN0007810,CUST01570,1739117618,Withdrawal,ATM,Kano Central,174267.24,-50000.0,2025-01-09 15:39:22,75579.15662782955,206001.7785323362,0,15,0,0,2025-01-09,0,0,,0,0
TXN0008102,CUST01570,1739117618,Transfer,USSD,Pantami,35034.24,-50000.0,2025-04-28 09:57:56,117697.78146520145,281258.69534751173,0,9,0,0,2025-04-28,0,0,0.0,0,0
TXN0002311,CUST01570,1739117618,POS Payment,ATM,Lagos Island,22564.84,-50000.0,2025-05-01 01:54:21,30183.22639744952,201999.3457782681,0,1,0,0,2025-05-01,0,0,,0,0
TXN0007480,CUST01570,1739117618,POS Payment,Mobile App,Pantami,30853.11,-50000.0,2025-06-20 10:42:20,30183.22639744952,201999.3457782681,0,10,0,0,2025-06-20,0,0,,0,0
TXN0005547,CUST01052,1745091232,Transfer,USSD,Gombe Main,101591.77,-29205.7,2025-01-29 09:48:26,117697.78146520145,281258.69534751173,0,9,0,0,2025-01-29,0,0,0.0,0,0
TXN0002673,CUST01052,1745091232,Withdrawal,USSD,Kano Central,30510.62,-50000.0,2025-02-08 21:17:00,75579.15662782955,206001.7785323362,0,21,0,0,2025-02-08,0,0,,0,0
TXN0009431,CUST01052,1745091232,Deposit,Mobile App,Lagos Island,76310.79,26310.79,2025-02-27 11:31:26,118545.24564193691,208386.5599244788,0,11,0,0,2025-02-27,0,0,,0,0
TXN0009744,CUST01052,1745091232,Withdrawal,ATM,Pantami,29856.76,-3545.97,2025-03-01 09:21:21,75579.15662782955,206001.7785323362,0,9,0,0,2025-03-01,0,0,,0,0
TXN0009627,CUST01052,1745091232,Withdrawal,Internet Banking,Pantami,132919.19,-50000.0,2025-03-30 12:40:59,75579.15662782955,206001.7785323362,0,12,0,0,2025-03-30,0,0,,0,0
TXN0001074,CUST01631,1747675075,Deposit,Internet Banking,Tudun Wada,498217.23,713766.11,2025-01-23 22:50:56,118545.24564193691,208386.5599244788,0,22,0,0,2025-01-23,0,0,,0,0
TXN0004868,CUST01631,1747675075,Withdrawal,ATM,Bauchi Rd,40390.8,673375.31,2025-01-31 09:42:51,75579.15662782955,206001.7785323362,0,9,0,0,2025-01-31,0,0,,0,0
TXN0002263,CUST01631,1747675075,POS Payment,Branch,Gombe Main,5380.32,667994.99,2025-03-05 08:12:44,30183.22639744952,201999.3457782681,0,8,0,0,2025-03-05,0,0,,0,0
TXN0005711,CUST01631,1747675075,Withdrawal,Branch,Bauchi Rd,81362.35,586632.64,2025-03-06 23:52:27,75579.15662782955,206001.7785323362,0,23,0,0,2025-03-06,0,0,,0,0
TXN0003823,CUST01631,1747675075,Transfer,USSD,Pantami,56148.79,530483.85,2025-03-12 07:29:03,117697.78146520145,281258.69534751173,0,7,0,0,2025-03-12,0,0,0.0,0,0
TXN0009746,CUST01631,1747675075,Withdrawal,USSD,Tudun Wada,108605.63,421878.22,2025-03-17 13:20:24,75579.15662782955,206001.7785323362,0,13,0,0,2025-03-17,0,0,,0,0
TXN0004409,CUST01631,1747675075,Bill Payment,Branch,Tudun Wada,2995.37,418882.85,2025-05-29 08:19:44,21098.941747967478,159017.0470171929,0,8,0,0,2025-05-29,0,0,,0,0
TXN0008223,CUST01631,1747675075,Withdrawal,USSD,Gombe GRA,149406.9,269475.95,2025-05-29 14:10:53,75579.15662782955,206001.7785323362,0,14,0,0,2025-05-29,0,0,,0,0
TXN0007166,CUST01631,1747675075,Transfer,Branch,Pantami,38236.15,231239.8,2025-06-12 01:55:23,117697.78146520145,281258.69534751173,0,1,0,0,2025-06-12,0,0,0.0,0,0
TXN0002079,CUST01631,1747675075,Withdrawal,Internet Banking,Kano Central,23922.83,207316.97,2025-06-22 10:22:16,75579.15662782955,206001.7785323362,0,10,0,0,2025-06-22,0,0,,0,0
TXN0008932,CUST00095,1755593187,Deposit,Mobile App,Lagos Island,40808.32,181219.86,2025-01-12 05:44:32,118545.24564193691,208386.5599244788,0,5,0,0,2025-01-12,0,0,,0,0
TXN0008173,CUST00856,1766419605,Withdrawal,Internet Banking,Gombe GRA,40396.29,52726.13,2025-02-04 01:20:05,75579.15662782955,206001.7785323362,0,1,1,0,2025-02-04,0,1,,0,0
TXN0003575,CUST00856,1766419605,Transfer,Internet Banking,Kano Central,29040.72,23685.41,2025-05-18 20:21:39,117697.78146520145,281258.69534751173,0,20,0,0,2025-05-18,0,0,0.0,0,0
